Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
HSD,HSD 403 Employment Services,B.005839.1     ,Family Services Specialist I,Non Exempt,1/16/2014,1/16/2014,53978.34
HSD,HSD 403 Employment Services,B.001943.1     ,Family Services Specialist I,Non Exempt,9/1/2005,9/1/2005,57535.14
HSD,HSD 403 Employment Services,B.005843.1     ,Family Services Specialist II,Non Exempt,11/1/2005,11/16/2006,64775.62
HSD,HSD 403 Employment Services,B.004836.1     ,Family Services Specialist I,Non Exempt,1/7/2016,1/7/2016,52896.74
HSD,HSD 403 Employment Services,B.006458.1     ,Family Services Assistant,Non Exempt,6/16/1990,10/16/2001,39061.62
HSD,HSD 403 Employment Services,B.005235.1     ,Family Services Specialist II,Non Exempt,6/7/2015,6/7/2015,59159.62
HSD,HSD 403 Employment Services,B.006535.1     ,Family Services Specialist I,Non Exempt,12/1/2010,3/16/2013,54394.34
HSD,HSD 403 Employment Services,B.005841.1     ,Family Services Specialist II,Non Exempt,10/16/2001,10/16/2001,68852.42
HSD,HSD 403 Employment Services,B.002787.1     ,Family Services Assistant,Non Exempt,4/15/2000,12/1/2000,40080.82
HSD,HSD 403 Employment Services,B.002156.2     ,Family Services Specialist II,Non Exempt,11/1/2006,8/15/2019,62695.62
HSD,HSD 405 Adult Services,B.005534.2     ,Family Services Specialist III,Exempt,2/16/2000,9/1/2013,69414.28
HSD,HSD 405 Adult Services,B.006533.2     ,Family Services Specialist II,Non Exempt,3/1/2007,2/1/2011,61156.42
HSD,HSD 405 Adult Services,B.001694.2     ,Family Services Specialist II,Non Exempt,9/24/2020,9/24/2020,52187.20
HSD,HSD 405 Adult Services,B.003969.5     ,Family Services Specialist I,Non Exempt,5/23/2019,5/23/2019,49880.74
HSD,HSD 405 Adult Services,B.004243.1     ,Family Services Specialist II,Non Exempt,4/22/2016,1/18/2018,57994.82
HSD,HSD 405 Adult Services,B.004096.3     ,Human Services Supervisor I,Exempt,10/16/2004,9/22/2014,81631.16
HSD,HSD 405 Adult Services,B.005838.2     ,Family Services Specialist I,Non Exempt,4/9/2020,4/9/2020,48757.54
HSD,HSD 405 Adult Services,B.006537.4     ,Human Services Supervisor I,Exempt,9/27/2018,9/27/2018,79996.80
HSD,HSD 405 Adult Services,B.006243.1     ,Family Services Specialist III,Exempt,8/16/2012,3/26/2020,62181.08
HSD,HSD 405 Adult Services,B.006461.2     ,Family Services Specialist I,Non Exempt,2/27/2020,2/27/2020,48757.54
HSD,HSD 405 Adult Services,B.006540.2     ,Human Services Supervisor I,Exempt,9/5/1989,9/1/2011,95182.36
HSD,HSD 405 Adult Services,B.006456.3     ,Family Services Specialist I,Non Exempt,5/6/2021,5/6/2021,47278.40
HSD,HSD 405 Adult Services,B.004602.2     ,Human Services Supervisor I,Exempt,5/7/2020,5/7/2020,72811.18
HSD,HSD 405 Adult Services,B.006058.2     ,Family Services Specialist II,Non Exempt,12/5/2019,12/5/2019,53814.02
HSD,HSD 405 Adult Services,B.006543.1     ,Family Services Specialist II,Non Exempt,11/22/2018,5/9/2019,55062.02
HSD,HSD 405 Adult Services,B.000885.1     ,Family Services Specialist II,Non Exempt,1/16/2020,1/16/2020,53814.02
HSD,HSD 405 Adult Services,B.005632.3     ,Family Services Specialist III,Exempt,6/6/2019,10/22/2020,56580.68
HSD,HSD 405 Adult Services,B.006546.1     ,Family Services Specialist II,Non Exempt,5/23/2019,5/23/2019,55062.02
HSD,HSD 405 Adult Services,B.005225.2     ,Family Services Specialist II,Non Exempt,1/22/2015,3/2/2017,58785.22
HSD,HSD 405 Adult Services,B.001350.2     ,Family Services Specialist II,Non Exempt,4/9/2020,4/9/2020,53814.02
HSD,HSD 405 Adult Services,B.005213.2     ,Family Services Specialist II,Non Exempt,4/16/1995,9/16/2009,68831.62
HSD,HSD 405 Adult Services,B.004668.3     ,Human Services Supervisor II,Exempt,9/16/2002,11/7/2019,105060.80
HSD,HSD 405 Adult Services,B.004392.3     ,Human Services Supervisor I,Exempt,5/22/2015,5/22/2015,94787.16
HSD,HSD 406 Social Services Administration,B.002022.1     ,Deputy Director of Human Services,Exempt,5/22/2016,10/8/2020,128094.98
HSD,HSD 406 Social Services Administration,B.000912.3     ,Eligibility Worker Assistant,Non Exempt,1/14/2021,1/14/2021,30326.40
HSD,HSD 406 Social Services Administration,B.007440,Eligibility Worker Assistant,Non Exempt,3/16/2005,5/25/2017,35232.34
HSD,HSD 409 Benefits Fraud Investigation,B.005635.1     ,Eligibility Worker Assistant,Non Exempt,12/16/1995,8/16/2003,42553.94
HSD,HSD 409 Benefits Fraud Investigation,B.004741.1     ,Eligibility Worker II,Non Exempt,10/1/2002,10/1/2006,59904.78
HSD,HSD 409 Benefits Fraud Investigation,B.007289.1     ,Eligibility Worker Supervisor,Non Exempt,3/1/1991,9/14/2017,69330.82
HSD,HSD 409 Benefits Fraud Investigation,B.001461.1     ,Eligibility Worker II,Non Exempt,3/1/2014,3/16/2017,50752.78
HSD,HSD 409 Benefits Fraud Investigation,B.002266.1     ,Eligibility Worker II,Non Exempt,4/27/2017,11/22/2018,48443.98
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006027.1     ,BH/DS Clinician II,Non Exempt,10/1/2001,10/1/2001,68852.42
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006146,Juvenile Detention Counselor,Non Exempt,7/2/2020,7/2/2020,44163.86
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006148,Juvenile Detention Counselor,Non Exempt,8/23/1995,9/1/2004,54168.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007382,Juvenile Detention Counselor,Non Exempt,5/10/2018,5/10/2018,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006149,Juvenile Detention Counselor,Non Exempt,10/1/2004,10/1/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006313,Youth Services Supervisor,Exempt,8/16/2004,5/1/2011,70381.48
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006030,Custodial Worker I,Non Exempt,10/1/2004,10/1/2004,29542.76
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006098,Youth Services Supervisor,Exempt,9/16/2004,8/1/2012,70381.48
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006099,Youth Services Supervisor,Exempt,9/1/2004,9/7/2015,70381.48
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006138,Juvenile Detention Counselor,Non Exempt,6/16/2013,6/16/2013,48656.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006108,Juvenile Detention Counselor,Non Exempt,7/4/2019,7/4/2019,44163.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006055.1     ,Food Service Assistant,Non Exempt,1/5/2017,11/19/2020,28314.26
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006103,Senior Juvenile Detention Counselor,Non Exempt,10/7/2014,10/7/2014,53320.28
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006116,Juvenile Detention Counselor,Non Exempt,10/1/2004,10/1/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006018,Administrative Specialist I,Non Exempt,1/1/1994,2/27/2020,59758.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006026.1     ,Licensed Practical Nurse (LPN),Non Exempt,9/12/2019,9/12/2019,48757.54
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006117,Juvenile Detention Counselor,Non Exempt,6/1/2003,9/16/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,4/16/2005,4/16/2005,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006135,Juvenile Detention Counselor,Non Exempt,9/16/1991,11/16/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,3/16/2008,3/16/2008,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006150,Juvenile Detention Counselor,Non Exempt,10/7/2016,10/7/2016,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,9/16/2004,9/16/2004,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006145,Juvenile Detention Counselor,Non Exempt,11/7/2014,11/7/2014,48344.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006114,Juvenile Detention Counselor,Non Exempt,5/14/2009,1/4/2018,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006136,Juvenile Detention Counselor,Non Exempt,10/16/2013,10/16/2013,48552.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,4/16/2005,4/16/2005,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006102,Juvenile Detention Counselor,Non Exempt,9/1/2004,6/7/2018,53190.80
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006127,Juvenile Detention Counselor,Non Exempt,8/6/1992,10/1/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006053.1     ,Food Service Assistant,Non Exempt,10/1/2004,10/1/2004,34367.06
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006028.3     ,BH/DS Clinician IV,Exempt,1/16/2005,3/30/2017,85765.16
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,1/1/2005,1/1/2005,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006101,Senior Juvenile Detention Counselor,Non Exempt,9/1/2004,4/22/2016,58811.48
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006152,Juvenile Detention Counselor,Non Exempt,10/1/2004,10/1/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007380,Juvenile Detention Counselor,Non Exempt,4/26/2018,4/26/2018,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006034.1     ,Food Service Assistant,Non Exempt,12/6/2007,8/16/2018,28979.86
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006112,Juvenile Detention Counselor,Non Exempt,9/16/2004,9/16/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,11/1/2006,11/1/2006,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006123,Juvenile Detention Counselor,Non Exempt,8/12/2021,8/12/2021,42827.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007384,Family Services Specialist I,Non Exempt,10/1/2004,3/29/2018,58471.14
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006096,Youth Services Supervisor,Exempt,8/16/2004,11/22/2014,70381.48
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006130,Juvenile Detention Counselor,Non Exempt,9/1/2004,9/1/2004,54168.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006106,Juvenile Detention Counselor,Non Exempt,6/16/2005,6/16/2005,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.003197.1     ,Senior Juvenile Detention Counselor,Non Exempt,5/16/1991,9/27/2018,56565.08
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006110,Juvenile Detention Counselor,Non Exempt,9/16/2004,9/16/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,1/1/2005,1/1/2005,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007030,Family Services Specialist I,Non Exempt,7/1/2006,9/7/2014,55288.74
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006119,Juvenile Detention Counselor,Non Exempt,2/1/2005,2/1/2005,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006025.3     ,Licensed Practical Nurse (LPN),Non Exempt,1/1/2008,7/22/2016,57264.74
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006151,Juvenile Detention Counselor,Non Exempt,11/22/2018,11/22/2018,45203.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006097,Youth Services Supervisor,Exempt,10/1/1996,9/24/2020,65522.34
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007036,Juvenile Detention Counselor,Non Exempt,10/7/2014,10/7/2014,48344.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006109,Juvenile Detention Counselor,Non Exempt,10/1/2004,10/1/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006129,Juvenile Detention Counselor,Non Exempt,12/14/2017,1/30/2020,44163.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006031,Food Service Supervisor,Non Exempt,9/16/2004,9/16/2004,51287.34
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006115,Juvenile Detention Counselor,Non Exempt,11/1/2013,11/1/2013,48552.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007038,Juvenile Detention Counselor,Non Exempt,3/11/2021,3/11/2021,42827.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006113,Juvenile Detention Counselor,Non Exempt,9/16/2004,1/16/2005,52379.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006143,Juvenile Detention Counselor,Non Exempt,9/1/2004,9/1/2004,54168.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,4/1/2008,4/1/2008,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006104,Juvenile Detention Counselor,Non Exempt,4/16/2005,4/16/2005,52670.80
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006133,Juvenile Detention Counselor,Non Exempt,9/16/2004,9/16/2004,53149.20
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006141,Juvenile Detention Counselor,Non Exempt,11/7/2016,11/7/2016,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007033,Juvenile Detention Counselor,Non Exempt,1/31/2019,1/31/2019,45203.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007037,Juvenile Detention Counselor,Non Exempt,11/8/2018,11/8/2018,45203.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006100,Senior Juvenile Detention Counselor,Non Exempt,9/1/2004,4/22/2016,58811.48
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006021,Operations Coordinator,Exempt,9/1/2004,4/9/2020,84042.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007383,Juvenile Detention Counselor,Non Exempt,5/10/2018,5/10/2018,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006144,Juvenile Detention Counselor,Non Exempt,11/7/2014,11/7/2014,48344.40
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007035,Juvenile Detention Counselor,Non Exempt,2/14/2019,2/14/2019,45203.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,11/1/2006,11/1/2006,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,N.030713,Juvenile Detention Counselor,Non Exempt,4/16/2005,4/16/2005,21.21
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.007381,Juvenile Detention Counselor,Non Exempt,5/24/2018,5/24/2018,46243.60
HSD,HSD 501 Virginia Beach Juvenile Detention Center,B.006125,Juvenile Detention Counselor,Non Exempt,9/16/2004,9/16/2004,53149.20
HSD,HSD 702 CSA Administration and Social Services,B.003622.2     ,CSA Coordinator,Exempt,10/1/2001,4/22/2021,82177.16
HSD,HSD 702 CSA Administration and Social Services,B.004740.2     ,Office Assistant II,Non Exempt,10/26/2017,10/26/2017,37460.02
HSD,HSD 702 CSA Administration and Social Services,B.005138.2     ,Accountant IV,Exempt,2/16/2017,2/16/2017,77601.16
HSD,HSD 702 CSA Administration and Social Services,B.007507,Family Services Specialist III,Exempt,9/12/2019,9/12/2019,72103.98
HSD,HSD 951 Community Corrections and PreTrial Services,G.006500.1     ,Pretrial Probation Officer I,Non Exempt,7/16/2002,9/1/2008,51194.00
HSD,HSD 951 Community Corrections and PreTrial Services,G.006555,Pretrial Probation Officer I,Non Exempt,10/7/2016,9/14/2017,46243.60
HSD,HSD 951 Community Corrections and PreTrial Services,B.006632.1     ,Pretrial Probation Officer I,Non Exempt,9/16/2002,1/1/2008,51506.00
HSD,HSD 951 Community Corrections and PreTrial Services,G.005698,Pretrial Probation Officer II,Non Exempt,9/27/2018,10/24/2019,48757.54
HSD,HSD 951 Community Corrections and PreTrial Services,G.006496.1     ,Pretrial Probation Officer I,Non Exempt,1/1/1995,7/1/2006,62259.60
HSD,HSD 951 Community Corrections and PreTrial Services,B.006494,Pretrial Probation Officer I,Non Exempt,1/16/2003,2/16/2007,51901.20
HSD,HSD 951 Community Corrections and PreTrial Services,G.040006.1     ,Pretrial Probation Officer I,Non Exempt,2/1/2007,1/5/2017,46243.60
HSD,HSD 951 Community Corrections and PreTrial Services,G.006498.1     ,Pretrial Probation Officer I,Non Exempt,9/1/2006,9/1/2006,51901.20
HSD,HSD 951 Community Corrections and PreTrial Services,B.000693.1     ,BH/DS Supervisor II,Exempt,10/16/2005,11/16/2007,106392.00
HSD,HSD 951 Community Corrections and PreTrial Services,B.005531,Pretrial Probation Officer I,Non Exempt,8/30/2018,8/30/2018,45203.60
HSD,HSD 951 Community Corrections and PreTrial Services,G.004738.2     ,Pretrial Probation Supervisor,Non Exempt,11/1/2005,10/7/2015,65659.62
HSD,HSD 951 Community Corrections and PreTrial Services,G.006497,Pretrial Probation Officer I,Non Exempt,12/1/1998,7/1/2006,61240.40
HSD,HSD 951 Community Corrections and PreTrial Services,B.006565,Administrative Specialist II,Non Exempt,11/1/2005,11/1/2005,59178.34
HSD,HSD 951 Community Corrections and PreTrial Services,G.002292.1     ,Administrative Assistant,Non Exempt,2/13/2015,6/7/2018,37934.26
HSD,HSD 951 Community Corrections and PreTrial Services,B.003476.1     ,Pretrial Probation Supervisor,Non Exempt,4/11/2019,4/11/2019,64344.80
HSD,HSD 951 Community Corrections and PreTrial Services,G.040007.1     ,Pretrial Probation Officer I,Non Exempt,4/1/2011,4/1/2011,50216.40
HSD,HSD 951 Community Corrections and PreTrial Services,B.003268,Pretrial Probation Officer I,Non Exempt,4/11/2019,1/14/2021,44621.20
HSD,HSD 951 Community Corrections and PreTrial Services,G.002700,Pretrial Probation Officer I,Non Exempt,3/1/2005,3/1/2005,55957.20
JUV,JUV 211 Juvenile Probation CHINS Unit,B.005876.2     ,Family Services Specialist II,Non Exempt,4/16/2008,4/16/2008,62009.22
JUV,JUV 211 Juvenile Probation CHINS Unit,B.006285,Juvenile Probation Officer,Non Exempt,1/22/2015,1/22/2015,42723.46
LIB,LIB 010 Directors Office,B.000583,Administrative Specialist I,Non Exempt,6/17/2002,7/15/2021,49129.60
LIB,LIB 010 Directors Office,B.003168.1     ,Media and Communications Coordinator III,Exempt,3/1/2008,12/16/2013,74167.08
LIB,LIB 010 Directors Office,B.002286.4     ,Media and Communications Coordinator II,Non Exempt,5/28/1998,5/22/2014,59284.42
LIB,LIB 010 Directors Office,B.004490,Administrative Technician,Non Exempt,11/1/2012,2/27/2020,42026.40
LIB,LIB 010 Directors Office,B.001117.4     ,Administrative Analyst,Exempt,3/1/2010,8/26/2021,58614.40
LIB,LIB 010 Directors Office,B.002407,Executive Assistant II,Non Exempt,8/22/2015,11/7/2016,49935.34
LIB,LIB 010 Directors Office,B.004141,Administrative Services Manager II,Exempt,4/16/2005,7/5/2018,90105.60
LIB,LIB 010 Directors Office,B.006877.2     ,Office Assistant II,Non Exempt,8/2/2018,10/24/2019,32842.42
LIB,LIB 010 Directors Office,N.030102,Account Clerk II,Non Exempt,3/30/2017,NULL,15.61
LIB,LIB 010 Directors Office,B.004331,Library Public Services Administrator,Exempt,5/24/2018,5/24/2018,115194.30
LIB,LIB 010 Directors Office,N.030555.1     ,Administrative Technician,Non Exempt,7/5/2019,NULL,18.10
LIB,LIB 010 Directors Office,N.030630.1     ,Administrative Assistant,Non Exempt,7/22/2016,7/22/2016,21.64
LIB,LIB 010 Directors Office,B.005803,Library Staff Development Coordinator,Exempt,5/22/2016,5/22/2016,69987.32
LIB,LIB 010 Directors Office,B.000939,Director of Public Libraries,Exempt,8/16/2013,8/16/2013,165339.20
LIB,LIB 010 Directors Office,B.003185.1     ,Administrative Analyst,Exempt,5/11/1988,8/7/2016,79123.20
LIB,LIB 010 Directors Office,B.003536.1     ,Development Specialist,Non Exempt,7/5/2018,7/5/2018,49880.74
LIB,LIB 011 Law Library,B.002085.2     ,Librarian II,Exempt,11/7/2019,11/7/2019,62954.84
LIB,LIB 011 Law Library,B.007060,Library Assistant Supervisor,Non Exempt,8/1/1977,5/1/2010,52400.40
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.000623.1     ,Library Services Specialist,Non Exempt,9/7/2014,12/7/2016,34776.82
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.002646,Library Services Specialist,Non Exempt,3/12/2020,7/1/2021,31844.80
LIB,LIB 030 Meyera E. Oberndorf Central Library,N.090105,Library Services Specialist,Non Exempt,9/16/2007,7/7/2015,15.78
LIB,LIB 030 Meyera E. Oberndorf Central Library,N.090097,Library Assistant,Non Exempt,11/22/2015,11/22/2015,11.16
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.002526,Librarian II,Exempt,7/29/2021,NULL,52208.00
LIB,LIB 030 Meyera E. Oberndorf Central Library,B.001485,Library Services Specialist,Non Exempt,11/1/1985,7/7/2015,42535.22
